legislator_id,office_type,label,address,phone,email,contact_form_url
ASM_01,capitol,Sacramento,"1021 O Street, Suite 5710 Sacramento, CA 95814",(916) 319-2001,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD01&inframe=N
ASM_01,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0001",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD01&inframe=N
ASM_01,district,Jackson,"810 Court Street, Second Floor Jackson, CA 95642",(530) 265-0601,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD01&inframe=N
ASM_01,district,Redding,"930 Executive, Way Suite 201 Redding, CA 96002",(530) 223-6300,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD01&inframe=N
ASM_02,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0002",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD02&inframe=N
ASM_02,capitol,Sacramento,"1021 O Street, Suite 5130 Sacramento, CA 95814",(916) 319-2002,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD02&inframe=N
ASM_02,district,Santa Rosa,"50 D Street, Suite 450 Santa Rosa, CA 95404",(707) 576-2526,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD02&inframe=N
ASM_02,district,Ukiah,"200 South School Street, Suite D Ukiah, CA 95482",(707) 463-5770,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD02&inframe=N
ASM_02,district,Eureka,"1036 5th Street, Suite D Eureka, CA 95501",(707) 445-7014,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD02&inframe=N
ASM_03,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0003",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD03&inframe=N
ASM_03,capitol,Sacramento,"1021 O Street, Suite 4730 Sacramento, CA 95814",(916) 319-2003,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD03&inframe=N
ASM_03,district,Chico,"2060 Talbert Drive, Suite 110 Chico, CA 95928",(530) 895-4217,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD03&inframe=N
ASM_03,district,Yuba City,"1130 Civic Center Boulevard, 1st Floor Yuba City, CA 95993",(530) 671-0303,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD03&inframe=N
ASM_04,capitol,Sacramento,"1021 O Street, Suite 8210 Sacramento, CA 95814",(916) 319-2004,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD04&inframe=N
ASM_04,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0004",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD04&inframe=N
ASM_04,district,Davis,"600 A Street, Suite D Davis, CA 95616",(530) 757-1034,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD04&inframe=N
ASM_04,district,Napa,"2721 Napa Valley Corporate Drive Napa, CA 94558",(707) 224-0440,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD04&inframe=N
ASM_05,capitol,Sacramento,"1021 O Street, Suite 4530 Sacramento, CA 95814",(916) 319-2005,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD05&inframe=N
ASM_05,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0005",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD05&inframe=N
ASM_05,district,Rocklin,"Rocklin Corporate Plaza, 6030 West Oaks Boulevard, Suite 145 Rocklin, CA 95765",(916) 435-0501,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD05&inframe=N
ASM_06,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0006",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD06&inframe=N
ASM_06,capitol,Sacramento,"1021 O Street, Suite 5230 Sacramento, CA 95814",(916) 319-2006,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD06&inframe=N
ASM_06,district,Sacramento,"2715 K Street, Suite 100 Sacramento, CA 95816",(916) 324-4676,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD06&inframe=N
ASM_07,capitol,Sacramento,"1021 O Street, Suite 4540 Sacramento, CA 95814",(916) 319-2007,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD07&inframe=N
ASM_07,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0007",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD07&inframe=N
ASM_07,district,Folsom,"13405 Folsom Boulevard, Building 700 Folsom, CA 95630",(916) 294-9774,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD07&inframe=N
ASM_08,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0008",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD08&inframe=N
ASM_08,capitol,Sacramento,"1021 O Street, Suite 4310 Sacramento, CA 95814",(916) 319-2008,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD08&inframe=N
ASM_08,district,Fresno,"6245 North Fresno Street, Suite 106 Fresno, CA 93710",(559) 446-2029,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD08&inframe=N
ASM_09,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0009",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD09&inframe=N
ASM_09,capitol,Sacramento,"1021 O Street, Suite 4740 Sacramento, CA 95814",(916) 319-2009,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD09&inframe=N
ASM_09,district,Ripon,"578 North Wilma Avenue, Suite B Ripon, CA 95366",(209) 599-2112,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD09&inframe=N
ASM_10,capitol,Sacramento,"1021 O Street, Suite 5720 Sacramento, CA 95814",(916) 319-2010,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD10&inframe=N
ASM_10,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0010",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD10&inframe=N
ASM_10,district,Elk Grove,"9250 Laguna Springs Drive, Suite 220 Elk Grove, CA 95758",(916) 670-7888,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD10&inframe=N
ASM_11,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0011",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD11&inframe=N
ASM_11,capitol,Sacramento,"1021 O Street, Suite 8110 Sacramento, CA 95814",(916) 319-2011,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD11&inframe=N
ASM_11,district,Suisun City,"One Harbor Center, Suite 270 Suisun City, CA 94585",(707) 438-7359,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD11&inframe=N
ASM_12,capitol,Sacramento,"1021 O Street, Suite 5240 Sacramento, CA 95814",(916) 319-2012,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD12&inframe=N
ASM_12,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0012",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD12&inframe=N
ASM_12,district,San Rafael,"3501 Civic Center Drive, Room 412 San Rafael, CA 94903",(415) 479-4920,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD12&inframe=N
ASM_12,district,Petaluma,"11 English Street Petaluma, CA 94952",(707) 576-2631,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD12&inframe=N
ASM_12,district,Santa Rosa,"50 D Street, Suite 301 Santa Rosa, CA 95404",(707) 576-2631,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD12&inframe=N
ASM_13,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0013",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD13&inframe=N
ASM_13,capitol,Sacramento,"1021 O Street, Suite 6340 Sacramento, CA 95814",(916) 319-2013,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD13&inframe=N
ASM_13,district,Stockton,"4643 Quail Lakes Drive, Suite 200 Stockton, CA 95207",(209) 948-7479,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD13&inframe=N
ASM_14,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0014",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD14&inframe=N
ASM_14,capitol,Sacramento,"1021 O Street, Suite 8140 Sacramento, CA 95814",(916) 319-2014,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD14&inframe=N
ASM_14,district,Oakland,"1515 Clay Street, Suite 2201 Oakland, CA 94612",(510) 286-1400,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD14&inframe=N
ASM_15,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0015",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD15&inframe=N
ASM_15,capitol,Sacramento,"1021 O Street, Suite 6140 Sacramento, CA 95814",(916) 319-2015,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD15&inframe=N
ASM_15,district,Concord,"2151 Salvio Street, Suite R Concord, CA 94520",(925) 521-1511,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD15&inframe=N
ASM_16,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0016",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD16&inframe=N
ASM_16,capitol,Sacramento,"1021 O Street, Suite 5210 Sacramento, CA 95814",(916) 319-2016,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD16&inframe=N
ASM_16,district,San Ramon,"12677 Alcosta Boulevard, Suite 395 San Ramon, CA 94583",(925) 244-1600,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD16&inframe=N
ASM_17,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0017",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD17&inframe=N
ASM_17,capitol,Sacramento,"1021 O Street, Suite 5740 Sacramento, CA 95814",(916) 319-2017,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD17&inframe=N
ASM_17,district,San Francisco,"455 Golden Gate Avenue, Suite 14300 San Francisco, CA 94102",(415) 557-3013,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD17&inframe=N
ASM_18,capitol,Sacramento,"1020 N Street, Suite 390 Sacramento, CA 95814",(916) 319-2018,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD18&inframe=N
ASM_18,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0018",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD18&inframe=N
ASM_18,district,Oakland,"1515 Clay Street, Suite 2204 Oakland, CA 94612",(510) 286-1670,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD18&inframe=N
ASM_19,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0019",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD19&inframe=N
ASM_19,capitol,Sacramento,"1021 O Street, Suite 5220 Sacramento, CA 95814",(916) 319-2019,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD19&inframe=N
ASM_19,district,San Francisco,"455 Golden Gate Avenue, Suite 14600 San Francisco, CA 94102",(415) 557-2312,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD19&inframe=N
ASM_20,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0020",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD20&inframe=N
ASM_20,capitol,Sacramento,"1021 O Street, Suite 5120 Sacramento, CA 95814",(916) 319-2020,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD20&inframe=N
ASM_20,district,Hayward,"22320 Foothill Boulevard, Suite 540 Hayward, CA 94541",(510) 583-8818,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD20&inframe=N
ASM_21,capitol,Sacramento,"1021 O Street, Suite 4220 Sacramento, CA 95814",(916) 319-2021,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD21&inframe=N
ASM_21,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0021",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD21&inframe=N
ASM_21,district,San Mateo,"1528 South El Camino Real, Suite 302 San Mateo, CA 94402",(650) 349-2200,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD21&inframe=N
ASM_22,capitol,Sacramento,"1021 O Street, Suite 4640 Sacramento, CA 95814",(916) 319-2022,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD22&inframe=N
ASM_22,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0022",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD22&inframe=N
ASM_22,district,Modesto,"1010 Tenth Street, Suite 5800 Modesto, CA 95354",(209) 521-2201,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD22&inframe=N
ASM_23,capitol,Sacramento,"1021 O Street, Suite 8130 Sacramento, CA 95814",(916) 319-2023,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD23&inframe=N
ASM_23,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0023",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD23&inframe=N
ASM_23,district,Palo Alto,"721 Colorado Avenue, Suite 101 Palo Alto, CA 94303",(650) 324-0224,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD23&inframe=N
ASM_24,capitol,Sacramento,"1021 O Street, Suite 6330 Sacramento, CA 95814",(916) 319-2024,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD24&inframe=N
ASM_24,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0024",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD24&inframe=N
ASM_24,district,Milpitas,"1313 North Milpitas Boulevard, Suite 255 Milpitas, CA 95035",(408) 262-2501,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD24&inframe=N
ASM_25,capitol,Sacramento,"1021 O Street, Suite 4610 Sacramento, CA 95814",(916) 319-2025,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD25&inframe=N
ASM_25,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0025",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD25&inframe=N
ASM_25,district,San Jose,"111 W. Saint John Street, Suite 1150 San Jose, CA 95113",(408) 286-2535,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD25&inframe=N
ASM_26,capitol,Sacramento,"1021 O Street, Suite 6110 Sacramento, CA 95814",(916) 319-2026,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD26&inframe=N
ASM_26,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0026",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD26&inframe=N
ASM_26,district,Cupertino,"20111 Stevens Creek Boulevard, Suite 220 Cupertino, CA 95014",(408) 446-2810,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD26&inframe=N
ASM_27,capitol,Sacramento,"1021 O Street, Suite 4110 Sacramento, CA 95814",(916) 319-2027,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD27&inframe=N
ASM_27,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0027",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD27&inframe=N
ASM_27,district,Merced,"512 West 18th Street Merced, CA 95340",(209) 726-5465,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD27&inframe=N
ASM_27,district,Fresno,"2550 Mariposa Mall, Suite 3088 Fresno, CA 93721",(559) 890-2705,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD27&inframe=N
ASM_28,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0028",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD28&inframe=N
ASM_28,capitol,Sacramento,"1021 O Street, Suite 6310 Sacramento, CA 95814",(916) 319-2028,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD28&inframe=N
ASM_28,district,San Jose,"3150 Almaden Expressway, Suite 252 San Jose, CA 95118",(408) 264-2848,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD28&inframe=N
ASM_28,district,Santa Cruz,"701 Ocean Street, Room 318B Santa Cruz, CA 95060",(831) 425-1503,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD28&inframe=N
ASM_28,district,Morgan Hill,"17555 Peak Avenue, Suite 100 Morgan Hill, CA 95037",(408) 659-3127,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD28&inframe=N
ASM_29,capitol,Sacramento,"1021 O Street, Suite 8330 Sacramento, CA 95814",(916) 319-2029,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD29&inframe=N
ASM_29,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0029",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD29&inframe=N
ASM_29,district,Salinas,"60 West Market Street, Suite 110 Salinas, CA 93901",(831) 759-8676,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD29&inframe=N
ASM_30,capitol,Sacramento,"1021 O Street, Suite 4120 Sacramento, CA 95814",(916) 319-2030,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD30&inframe=N
ASM_30,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0030",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD30&inframe=N
ASM_30,district,San Luis Obispo,"857 Santa Rosa Street San Luis Obispo, CA 93401",(805) 549-3001,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD30&inframe=N
ASM_30,district,Monterey,"99 Pacific Street, Suite 575G Monterey, CA 93940",(831) 649-2832,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD30&inframe=N
ASM_31,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0031",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD31&inframe=N
ASM_31,capitol,Sacramento,"1021 O Street, Suite 6130 Sacramento, CA 95814",(916) 319-2031,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD31&inframe=N
ASM_31,district,Fresno,"2550 Mariposa Mall, Room 5031 Fresno, CA 93721",(559) 445-5532,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD31&inframe=N
ASM_32,capitol,Sacramento,"1021 O Street, Suite 5350 Sacramento, CA 95814",(916) 319-2032,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD32&inframe=N
ASM_32,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0032",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD32&inframe=N
ASM_32,district,Bakersfield,"4550 California Avenue, Suite 740 Bakersfield, CA 93309",(661) 395-2995,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD32&inframe=N
ASM_33,capitol,Sacramento,"1021 O Street, Suite 5530 Sacramento, CA 95814",(916) 319-2033,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD33&inframe=N
ASM_33,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0033",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD33&inframe=N
ASM_33,district,Tulare,"4500 South Laspina Street Tulare, CA 93274",(559) 636-3440,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD33&inframe=N
ASM_34,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0034",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD34&inframe=N
ASM_34,capitol,Sacramento,"1021 O Street, Suite 5340 Sacramento, CA 95814",(916) 319-2034,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD34&inframe=N
ASM_34,district,Palmdale,"41301 12th Street West, Suite F Palmdale, CA 93551",(661) 267-7636,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD34&inframe=N
ASM_34,district,Apple Valley,"14955 Dale Evans Parkway Apple Valley, CA 92307",(760) 539-1341,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD34&inframe=N
ASM_35,capitol,Sacramento,"1021 O Street, Suite 5730 Sacramento, CA 95814",(916) 319-2035,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD35&inframe=N
ASM_35,capitol,Sacramento,"P.O. Box 942849 Sacramento, CA 94249-0035",,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD35&inframe=N
